'1','81.83349448632026','1','7','0','3','0','0','727690','91.00'
'4','40.63785453740084','1','19','0','3','0','0','727690','487.00'
'1','4.2842965075465065','0','11','0','2','0','0','727690','7.00'
'2','89.76563444533559','1','6','0','3','0','0','727690','214.00'
'4','141.71015834034563','1','6','0','3','0','0','727690','399.98'
'4','74.26017363934821','1','10','0','3','0','0','727690','134.99'
'2','16.394456179096487','1','7','0','1','0','0','727690','1.00'
'3','113.10450082882265','1','14','1.0','3','1.0','0','727690','247.00'
'1','1.5298871473689337','1','3','0','2','0','0','731761','0.26'
'3','3.370348960591072','0','1','0','3','0','0','731761','0.43'
'3','2.9318146258884163','1','3','0','2','0','11.639035087719268','731761','0.22'
'4','1.357624923958251','1','2','0','2','0','0','731761','0.28'
'2','3.423767396980315','1','1','2.0','3','1.0','0.4964705882352941','731761','1.52'
'2','3.24694585090774','1','2','2.0','1','2.0','0','731761','0.40'
'3','1.5390925771989423','1','23','0','1','0','0','731761','0.34'
'2','6.447426833558536','1','2','0','1','0','0','731761','0.30'
'3','1.2332372510927634','1','1','2.0','1','1.0','9.863877551020394','731761','0.19'
'2','14.80548700818741','1','1','0','2','0','0','731761','1.39'
'5','1.851178123316359','1','2','0','2','0','0','731761','0.26'
'1','1.8008061196855145','1','2','1.0','2','1.0','0','731761','0.22'
'5','2.4817905309027486','1','1','0','2','0','0','731761','0.22'
'4','6.831065870887434','1','1','1.0','1','4.0','0','731761','0.17'
'4','3.252384493250582','1','1','0','1','0','0','731761','0.18'
'2','1.2158078399965806','1','1','1.0','1','2.0','0','731761','0.17'
'3','2.0397532011485433','1','1','1.0','3','2.0','0','731761','26.67'
'3','1.5452533948329923','1','2','0','2','0','0','731761','0.28'
'5','2.880517950023381','1','1','5.0','2','4.0','11.639035087719268','731761','0.22'
'2','2.686599004172815','1','1','2.0','1','1.0','0','731761','0.19'
'0','19.481933327879215','0','2','0','3','0','0','731761','20.73'
'1','2.284526687254198','1','1','1.0','1','1.0','0','731761','0.17'
'3','5.0157232579270845','1','1','3.0','2','1.0','0.27441176470588236','731761','0.22'
'4','0.9080203708870372','1','1','4.0','3','4.0','11.639035087719268','731761','0.41'
'3','3.9861892344887937','1','3','0','1','0','0','731761','0.17'
'1','1.0830265545109674','1','1','1.0','1','1.0','4.927111373475008','731761','0.17'
'3','3.5974757954440792','1','16','0','2','0','0','731761','0.23'
'4','2.018833470973674','1','1','0','3','0','0','731761','0.37'
'0','5.697316617034428','0','2','0','3','0','0','731761','0.57'
'3','1.4162043630458647','1','1','0','2','0','0','731761','0.22'
'3','5.619872928135292','1','1','1.0','1','2.0','0','731761','0.17'
'6','12.970240450629067','1','1','3.0','3','3.0','0.4964705882352941','731761','0.67'
'2','11.81519371868905','1','1','0','2','0','0','731761','0.22'
'6','1.2165435166200997','1','1','4.0','2','5.0','4.927111373475008','731761','0.22'
'3','0.663259243865609','1','1','0','1','0','0','731761','0.19'
'0','58.59356700982414','1','1','0','3','0','0','731761','9.83'
'5','1.5346460233479362','1','1','0','2','0','1.0722807017543858','731761','0.20'
'8','1.7733919126339046','1','1','5.0','3','2.0','5.19879586260734','731761','3.00'
'4','3.016870187347271','1','1','0','1','0','0','731761','0.19'
'0','18.579117205316173','0','1','0','3','0','1.5574788135593247','731761','8.06'
'5','2.3311301413725','1','1','3.0','2','1.0','0','731761','0.22'
'2','1.0396597964075316','1','1','2.0','1','1.0','0','731761','0.18'
'2','2.4720685993478853','1','2','2.0','2','1.0','52.130892857142825','731761','0.61'
'4','1.2271104086380384','1','1','2.0','3','3.0','52.130892857142825','731761','0.43'
'2','2.163273187784104','1','1','0','1','0','0','731761','0.17'
'0','132.78258050466107','2','1','0','2','0','0','731761','0.22'
'6','2.1708727866250976','1','2','5.0','3','5.0','31.2185928549565','731761','2.71'
'4','10.317795745120748','1','1','0','3','0','0','731761','1.37'
'6','5.761585921782729','0','1','0','3','0','4.927111373475008','731761','3.20'
'3','2.238499410093435','1','1','0','1','0','0','731761','0.18'
'4','1.3589200671037487','1','1','4.0','3','4.0','4.927111373475008','731761','0.55'
'6','3.03308811794519','1','2','6.0','3','6.0','0.43842105263157893','735022','0.34'
'2','5.818737527042681','1','2','0','1','0','0','735022','0.23'
'3','1.947702457959068','1','3','0.0','3','0.0','0.43968749999999995','735022','0.32'
'2','0.8252519732847597','1','1','2.0','1','2.0','0','735022','0.17'
'2','2.1846684111299117','1','1','0','1','0','0','735022','0.17'
'3','0.0','1','1','1.0','1','2.0','0','735022','0.17'
'1','0.4534707903780069','1','1','1.0','1','1.0','1.470165289256198','735022','0.25'
'5','3.3479991675235463','1','1','4.0','4','4.0','18.901693985491498','735022','2.88'
'4','20.68035209203462','1','2','1.0','2','4.0','0','735022','0.25'
'2','3.049291322287047','1','2','0','1','0','0','735022','0.18'
'1','0.8070283829454098','1','1','1.0','2','2.0','0.31064516129032255','735022','0.24'
'4','2.149151903470389','1','2','2.0','1','4.0','0','735022','0.18'
'1','1.8576160328590516','0','1','0','2','0','0','735022','0.18'
'3','1.7448076849606553','1','1','2.0','3','3.0','11.639035087719268','735022','0.34'
'2','2.143553925736023','1','1','0','1','0','0.9237383177570095','735022','0.18'
'2','0.9321232726923206','1','1','0','1','0','0','735022','0.17'
'5','0.8244825405590674','1','1','3.0','2','3.0','0.31064516129032255','735022','0.21'
'3','0.7990097939908013','1','3','0','2','0','0','735022','0.20'
'2','0.11826666666666669','2','1','2.0','1','3.0','0.8972222222222226','735022','0.17'
'2','1.282127190984017','1','3','1.0','1','3.0','0.9237383177570095','735022','0.22'
'3','47.34994497518607','0','2','1.0','1','2.0','0','735022','0.18'
'5','2.6795883857002765','1','2','5.0','2','5.0','0.43842105263157893','735022','0.20'
'0','48.15461518477791','2','1','0','3','0','0.9237383177570095','735022','1.48'
'8','0.0','1','1','0','1','0','0','735022','0.18'
'3','0.9024640320911976','1','1','2.0','1','2.0','5.237756534765331','735022','0.18'
'6','8.812805113525775','1','2','0','4','0','4.927111373475008','735022','10.38'
'5','2.093231523079245','1','2','4.0','3','5.0','0.31064516129032255','735022','0.33'
'1','1.6553910695812608','1','2','0','1','0','0.9237383177570095','735022','0.24'
'3','1.0916337534811518','1','2','0','1','0','0','735022','0.17'
'4','1.0781186532132854','1','1','0','2','0','1.8198473282442742','735022','0.20'
'4','0.4900094473510986','1','1','3.0','2','3.0','12.078722587719268','735022','0.22'
'5','0.6681587257545477','1','3','4.0','3','4.0','5.366798873475008','735022','0.30'
'5','0.15971631205673764','1','3','4.0','1','5.0','0.9242407247627266','735022','0.20'
'2','0.34031313094187055','1','1','1.0','1','1.0','1.909852789256198','735022','0.20'
'1','0.7548319102126054','1','2','0','2','0','0','735022','0.22'
'3','2.2279614688043288','1','2','0','2','0','0.9237383177570095','735022','0.34'
'4','0.7932852341619255','1','1','2.0','1','2.0','0.31064516129032255','735022','0.18'
'4','1.1391224018475756','1','2','3.0','1','3.0','12.077456140350847','735022','0.18'
'2','6.7581923467436384','1','8','0','3','0','0','727746','49.98'
'1','4.054336688306296','1','8','0','3','0','4.927111373475008','727746','34.00'
'5','55.21252236169761','1','9','2.0','3','4.0','4.927111373475008','727746','54.99'
'1','14.282579105259082','1','12','0','3','0','0','727746','27.00'
'2','17.686222558040434','1','8','0','3','0','0','727746','45.00'
'2','204.2865928744049','1','9','0','2','0','0','727746','3.99'
'1','52.5545006087077','1','8','0','3','0','125.3275292397661','727746','41.00'
'0','2310.364663088394','1','6','0','3','0','0','727746','2113.00'
'2','14.443118136191526','0','6','0','3','0','0','727746','249.99'
'1','81.83349448632026','1','7','0','3','0','0','727746','42.49'
'2','1.0830265545109674','1','11','1.0','1','1.0','4.927111373475008','727746','0.00'
'1','4.180465241128216','1','5','0','2','0','4.927111373475008','727746','7.00'
'1','13.238148206937048','1','25','0','1','0','0','727746','17.98'
'3','126.01067372185989','1','6','1.0','2','1.0','0','727746','4.49'
'2','1.02823542030037','1','14','0','1','0','0','727746','0.99'
'6','1.0830265545109674','1','18','1','3','1','4.927111373475008','727746','123.00'
'1','3.832724112813298','1','14','0','1','0','0','727746','0.95'
'1','2402.421838435854','0','11','0','3','0','0','727746','455.00'
'3','14.016909090909088','0','6','0','3','0','0','727746','390.00'
'1','2.5492518905910755','1','8','0','2','0','0.9922727272727272','727746','2.98'
'5','106.36921140792113','1','9','4.0','3','3.0','0','727746','49.98'
'3','17.875966372314828','0','7','0','3','0','0','727746','31.00'
'5','0.2628744004263636','1','6','4.0','3','4.0','11.639035087719268','727746','44.00'
'6','1.8323406662584707','1','22','5.0','3','5.0','4.927111373475008','727746','390.00'
'4','38.98140077318699','0','13','0','2','0','0','727746','74.00'
'4','7.312855263157895','1','20','2.0','1','4.0','4.927111373475008','727746','0.99'
'1','3.9877017858703283','1','8','0','1','0','4.927111373475008','727746','1.03'
'0','2457.0692930473597','0','6','0','3','0','0','727746','12675.00'
'4','0.48842330529440847','1','9','4.0','2','1.0','4.927111373475008','727746','1.00'
'2','10.0929357486595','1','9','0','3','0','0','727746','40.00'
'4','0.0','1','16','3.0','1','3.0','0','727746','0.95'
'3','10.141271837743899','1','16','0','2','0','4.922266666666663','727746','3.00'
'0','1180.592170014993','2','9','0','3','0','0','727746','1040.00'
'2','58.14800847338936','1','27','0','2','0','0','727746','114.00'
'1','0.0','1','16','1.0','1','1.0','0','727746','0.91'
'1','1.2940085817208404','1','12','0','1','0','0','727746','1.00'
'1','3.1967834185960324','1','7','0','2','0','9.863877551020394','727746','1.00'
'2','0.0','1','12','2.0','3','1.0','0','727746','73.00'
'4','0.4340584869862889','0','7','0','2','0','0','727746','2.98'
'3','43.06387248732982','1','12','2.0','2','2.0','4.927111373475008','727746','70.00'
'6','29.81755480435826','0','12','0.0','3','4.0','0','727746','29.00'
'4','5.353323552736315','1','10','0','2','0','0','727746','5.98'
'0','2315.4424235050606','1','6','0','3','0','0','727746','1690.00'
'1','12.656363863060019','1','8','0','1','0','0','727746','29.99'
'0','1176.2041598109113','2','8','0','3','0','0','727746','3296.00'
'3','39.178252735622145','1','15','1.0','2','3.0','0','727746','6.98'
'0','1129.6785220558095','2','9','0','3','0','0','727746','1099.00'
'1','73.53933145983369','1','20','0','2','0','0','727746','195.00'
'2','54.44546770673841','0','10','0','3','0','0','727746','256.00'
'1','1.2554405977972993','1','5','0','1','0','4.922266666666663','727746','0.98'
'3','55.595621747350805','1','9','0','3','0','0','727746','57.00'
'1','81.83349448632026','1','7','0','3','0','0','727746','35.00'
'3','2216.233646256518','0','9','0','2','0','0','727746','42.00'
