"cmc","0.0","numOfColors","numOfReprints","power","rarity","toughness","keywords","releaseDate","price"
"4","68.01769649491924","1","2","0","18","0","0","733951","13.67"
"3","2.0576358024691355","1","1","0","1","0","0","733951","0.18"
"2","10.24684642257055","1","1","2.0","1","1.0","1.8372764338135212","733951","0.19"
"3","7.061982237805211","1","6","0","1","0","0","733951","0.19"
"3","8.669887390477573","1","1","2.0","5","1.0","1.5550724637681155","733951","0.32"
"2","285.28314224847765","1","3","1.0","1","1.0","0","733951","0.20"
"2","29.342121920245436","1","2","2.0","5","1.0","0","733951","0.25"
"5","29.68927216142454","0","1","0","14","0","0","733951","3.99"
"2","31.482197155991756","1","1","2.0","5","2.0","5.418205128205128","733951","0.21"
"5","34.69872889286616","1","1","0","14","0","0","733951","3.12"
"2","3.956158238872073","0","1","0","1","0","0","733951","0.19"
"5","9.650015905040407","1","1","3.0","5","5.0","0.6011627906976744","733951","0.21"
"1","29.258710322523665","1","1","2.0","1","2.0","1.8372764338135212","733951","0.26"
"2","41.608093394483966","0","2","0","5","0","0","733951","0.88"
"3","0","1","1","3.0","1","2.0","0","733951","0.18"
"2","14.524979191723475","1","1","0","1","0","2.2592018779342715","733951","0.18"
"7","64.16340227652043","1","1","7.0","18","7.0","0","733951","0.61"
"2","22.9122325627711","1","2","0","1","0","1.8372764338135212","733951","0.17"
"3","0","1","1","1.0","1","5.0","0","733951","0.20"
"1","9.767572775304831","1","1","0","1","0","0","733951","0.18"
"3","14.076112496217371","1","2","2.0","14","2.0","2.063905191873596","733951","5.14"
"3","77.53645362676086","1","1","0","14","0","5.418205128205128","733951","0.41"
"2","21.86424592366566","1","1","0","1","0","0","733951","0.18"
"1","40.779423757270735","0","1","0","1","0","0","733951","0.17"
"5","14.453977764066003","1","1","4.0","5","4.0","1.250217391304348","733951","0.28"
"1","15.615182884018907","1","1","0","1","0","0","733951","0.64"
"4","13.007473000247643","1","1","0","5","0","0","733951","0.21"
"5","7.613139646102343","1","1","3.0","1","4.0","0","733951","0.18"
"3","27.580691371298396","1","2","0","5","0","0","733951","0.20"
"7","0","1","1","5.0","1","5.0","0","733951","0.18"
"3","47.80766901746362","0","2","2.0","14","2.0","9.10148863879246","733951","4.16"
"6","2.379157894736842","0","1","3.0","5","3.0","8.927790632311684","733951","0.22"
"1","26.641346314072965","1","1","1.0","1","1.0","0","733951","0.18"
"3","18.065966437072852","1","2","0","1","0","5.418205128205128","733951","0.22"
"4","42.603623764396986","1","1","2.0","1","2.0","7.255481562018649","733951","0.20"
"0","281.2349279627634","2","1","0","14","0","0","733951","5.00"
"1","27.98352317367934","1","1","1.0","1","1.0","5.418205128205128","733951","0.18"
"6","10.148917791339047","1","1","0","5","0","0","733951","0.23"
"1","5.4623361496421055","1","1","1.0","1","1.0","2.063905191873596","733951","0.19"
"1","51.79245583195435","1","1","0","1","0","0","733951","0.19"
"2","7.960390526429282","0","1","1.0","1","1.0","1.5550724637681155","733951","0.81"
"5","6.222014143665248","1","2","0","1","0","0","733951","0.18"
"3","36.02850745568922","1","2","2.0","1","1.0","0","733951","0.18"
"4","7.9391068844102985","1","2","0","1","0","1.9567058823529424","733951","0.19"
"2","7.370157861743319","0","1","0","5","0","1.0331818181818182","733951","0.23"
"3","5.922329060706","0","1","2.0","5","2.0","0","733951","0.60"
"3","67.74358528771874","0","1","1.0","5","3.0","0","733951","0.18"
"5","25.736822046130307","1","2","3.0","5","3.0","1.8372764338135212","733951","0.18"
"3","155.49610517501918","1","1","2.0","1","2.0","0","733951","0.18"
"1","18.849177493949785","1","1","0","1","0","1.8372764338135212","733951","0.19"
"4","42.112291386416196","1","1","0","14","0","0","733951","0.29"
"7","0","0","1","6.0","1","4.0","0","733951","0.18"
"2","11.002921784669487","1","1","0","5","0","0","733951","0.22"
"6","32.51767778231135","0","2","0","18","0","0","733951","4.33"
"0","5.846953318464291","0","2","0","1","0","1.800331325301207","733951","0.22"
"1","14.582001582151243","1","1","1.0","1","2.0","2.4384392245111957","733951","0.19"
"4","13.026725565162403","1","2","3.0","5","3.0","0","733951","0.22"
"2","0.6252840909090908","1","1","0.0","1","6.0","3.45836123427744","733951","0.24"
"4","47.27393618203","1","1","4.0","14","3.0","0","733951","0.49"
"2","18.38656341010971","1","1","2.0","5","1.0","0","733951","0.25"
"0","281.2349279627634","2","1","0","14","0","0","733951","7.59"
"2","24.59841256782829","0","1","0","14","0","1.250217391304348","733951","4.55"
"2","5.439010946938851","1","2","0","1","0","0","733951","0.18"
"2","10.276230263724655","0","2","0","5","0","0","733951","0.20"
"4","8.892861192375001","1","2","0","5","0","0","733951","0.18"
"4","0","0","1","0","14","0","0","733951","0.35"
"2","15.255691418103886","1","1","2.0","5","1.0","1.2473118279569888","733951","0.18"
"2","0","1","2","1.0","1","4.0","0","733951","0.18"
"3","6.300007875532262","0","2","0","1","0","1.6110740203193072","733951","0.22"
"3","38.508407855736976","1","2","3.0","5","3.0","1.8372764338135212","733951","0.18"
"5","65.10855839225523","0","1","3.0","14","5.0","0","733951","2.00"
"3","7.136058820232085","1","2","0","1","0","1.0331818181818182","733951","0.22"
"4","17.666486480533678","1","1","0","5","0","0","733951","0.20"
"2","0","1","3","0","5","0","0","733951","0.21"
"4","15.752120532378035","0","1","4.0","18","4.0","0","733951","0.53"
"3","39.480977803233884","1","1","0","14","0","0","733951","7.00"
"4","9.51533619676073","1","1","3.0","5","3.0","0","733951","0.18"
"2","41.71453606672985","1","1","1.0","1","1.0","7.255481562018649","733951","0.22"
"5","17.49088485463617","1","1","5.0","14","3.0","5.230051675961018","733951","0.25"
"3","188.62348956571398","0","1","1.0","14","1.0","0","733951","0.28"
"4","33.02269579107578","1","1","2.0","1","4.0","5.418205128205128","733951","0.17"
"3","21.61195303744876","0","1","0","14","0","5.560779902672248","733951","2.27"
"1","8.548477374200912","1","3","1.0","1","1.0","0","733951","0.20"
"1","34.5814596302126","1","1","0","1","0","5.1707534246575335","733951","0.18"
"0","171.70006102808722","0","3","0","18","0","5.418205128205128","733951","43.00"
"6","12.124625162086202","1","1","4.0","5","4.0","0","733951","0.18"
"1","0","1","2","1.0","14","1.0","0","733951","0.37"
"3","68.44138913751317","1","1","1.0","14","3.0","0","733951","2.45"
"2","18.57012480110422","1","1","2.0","5","1.0","0","733951","0.20"
"1","14.149365746932798","1","1","0","1","0","0","733951","0.18"
"4","35.28398371725657","1","1","4.0","14","4.0","7.482110320078723","733951","0.31"
"4","1.545068027210884","1","1","2.0","1","1.0","3.166146484087423","733951","0.19"
"8","21.90576843237299","1","1","8.0","18","8.0","2.063905191873596","733951","3.24"
"4","15.4455684660828","1","1","0","1","0","0","733951","0.19"
"1","12.724594181157823","1","1","1.0","1","1.0","0","733951","0.21"
"1","20.566688842571253","1","1","0","1","0","0","733951","0.25"
"4","40.211303729741964","1","2","0","14","0","0","733951","0.31"
"2","13.818284725490555","1","1","2.0","1","1.0","1.6110740203193072","733951","0.18"
"1","16.253802268837646","1","2","0","1","0","0","733951","0.18"
"2","285.28314224847765","1","3","1.0","1","1.0","0","733951","0.20"
"4","41.33237287527856","1","1","3.0","1","3.0","7.029279148524435","733951","0.18"
"3","285.28314224847765","0","2","2.0","5","2.0","0","733951","0.53"
"2","1.4125","1","1","1.0","1","1.0","1.5550724637681155","733951","0.69"
"0","281.2349279627634","2","1","0","14","0","0","733951","13.49"
"3","67.18005718436206","1","3","2.0","5","2.0","0","733951","0.32"
"6","9.836095604611236","1","2","5.0","14","5.0","1.8372764338135212","733951","0.31"
"4","8.017115814248887","1","1","3.0","1","1.0","3.814274341702387","733951","0.18"
"5","5.543365377818616","1","1","4.0","18","4.0","5.003422917900944","733951","14.00"
"3","24.762856439141345","0","1","0","1","0","0","733951","0.22"
"5","17.125359575836516","1","1","3.0","1","3.0","1.8372764338135212","733951","0.18"
"3","51.23601510199224","1","1","0","1","0","0","733951","0.19"
"2","20.040155368175217","1","1","0","5","0","0","733951","1.72"
"3","78.22681090349381","0","2","0","18","0","2.2592018779342715","733951","12.95"
"3","9.846855995724999","0","1","0","5","0","0","733951","0.20"
"2","80.90667914499757","0","3","0","14","0","0","733951","0.99"
"2","11.551953727685783","1","2","0","1","0","0","733951","1.12"
"4","10.46616898574056","1","1","0","1","0","0","733951","0.20"
"4","47.14005291380075","1","2","4.0","18","4.0","8.59537167190876","733951","1.38"
"4","33.3559120096495","1","1","0","5","0","0","733951","0.22"
"5","8.156871900733599","1","2","0","14","0","1.0331818181818182","733951","3.29"
"2","23.653914396212603","0","1","1.0","5","1.0","1.5550724637681155","733951","1.13"
"2","7.65189001004275","1","1","0","1","0","0","733951","0.18"
"3","5.125119985130958","0","1","0","5","0","0","733951","0.21"
"4","25.925290952096475","1","1","0","14","0","0","733951","0.66"
"4","13.179390119641745","0","1","0","18","0","0","733951","4.00"
"6","41.106978589252485","0","3","5.0","14","5.0","1.8372764338135212","733951","1.00"
"4","32.60336213915674","0","2","0","5","0","5.418205128205128","733951","0.18"
"0","35.16971943467005","0","2","0","14","0","0","733951","0.33"
"6","1.545068027210884","1","1","5.0","1","4.0","1.6110740203193072","733951","0.19"
"8","14.635096296296297","0","1","8.0","18","8.0","0","733951","18.99"
"6","17.068824760748075","1","1","6.0","14","6.0","1.8372764338135212","733951","0.29"
"4","16.27460407179568","1","1","0","5","0","1.5550724637681155","733951","0.22"
"2","16.710120801216085","1","2","1.0","5","1.0","2.8704582519953394","733951","0.25"
"4","28.383459739116912","1","2","4.0","14","3.0","7.255481562018649","733951","0.33"
"1","15.345460247423313","0","1","0","1","0","0","733951","0.23"
"2","20.461594118315585","1","2","2.0","1","2.0","2.073793103448275","733951","0.17"
"5","37.26028402478549","0","1","2.0","5","2.0","3.9497058823529407","733951","0.21"
"2","285.28314224847765","1","3","1.0","1","1.0","0","733951","0.23"
"3","14.253801582772514","0","2","0","1","0","0","733951","0.18"
"4","33.02269579107578","0","1","2.0","1","2.0","5.418205128205128","733951","0.19"
"3","53.64162702987572","1","1","0","5","0","0","733951","0.22"
"3","27.558469427225777","0","1","0","14","0","3.9497058823529407","733951","1.00"
"4","12.06714579110082","1","1","3.0","14","2.0","1.5550724637681155","733951","2.62"
"4","24.86644043032953","2","1","0.0","14","0.0","0","732253","1.89"
"3","14.271003755176324","1","1","0","1","0","2.8571984435797657","732253","0.20"
"6","28.681242067439396","1","1","4.0","14","4.0","2.4409127974498848","732253","0.33"
"1","24.413538253582647","2","1","0","14","0","0","732253","0.29"
"10","29.079175382029344","1","2","0","14","0","1.8372764338135212","732253","2.27"
"2","11.011035892035142","2","1","2.0","1","1.0","0","732253","0.23"
"3","24.45206648353148","1","1","2.0","14","2.0","1.227654320987655","732253","1.23"
"1","1.0989073983341497","1","1","0","5","0","0.5286666666666666","732253","4.55"
"3","10.349807246841928","1","2","0","5","0","0.5286666666666666","732253","0.18"
"4","10.906858349551221","1","1","0","14","0","2.4409127974498848","732253","0.31"
"3","46.996682610354306","2","1","1.0","14","1.0","0.6036363636363635","732253","7.26"
"0","65.83199178474585","2","3","0","14","0","0","732253","20.70"
"1","13.089061988372723","1","3","0","1","0","0","732253","0.19"
"3","12.75729679588763","2","2","2.0","5","1.0","0","732253","0.20"
"4","95.55715330327939","2","1","2.0","1","2.0","0","732253","0.17"
"5","26.466506895750065","2","2","4.0","5","3.0","0","732253","0.20"
"3","6.524121876877271","2","2","0","1","0","0","732253","0.29"
"4","5.9992372488871855","1","1","0","5","0","0","732253","0.20"
"4","3.6251562837771303","2","1","0","5","0","0","732253","0.18"
"1","302.9643479764181","2","1","1.0","1","1.0","0","732253","0.26"
"5","20.242387421153072","1","1","2.0","1","2.0","0","732253","0.19"
"4","49.00948650044946","0","2","0","14","0","0","732253","0.37"
"1","8.538157266475014","1","1","1.0","5","1.0","0","732253","0.22"
"3","13.817861128226708","1","2","0","5","0","5.223141544059953","732253","0.18"
"0","150.28821513975424","2","5","0","1","0","0","732253","0.32"
"5","3.249079663532902","1","1","4.0","5","4.0","1.8372764338135212","732253","0.18"
"2","285.28314224847765","2","3","0","1","0","0","732253","0.27"
"0","150.28821513975424","2","5","0","1","0","0","732253","0.38"
"1","13.072749981747608","1","1","0","1","0","0.6036363636363635","732253","0.19"
"4","14.869712064220922","1","1","2.0","5","2.0","1.227654320987655","732253","0.18"
"1","5.890494484519868","2","1","0","5","0","0","732253","0.18"
"3","11.711694464850593","1","1","0","1","0","0","732253","0.19"
"3","12.468376100553966","1","1","0","1","0","0","732253","0.18"
"1","2.943128205128205","1","1","0","1","0","0.5286666666666666","732253","0.35"
"7","11.865766274858892","2","2","3.0","5","3.0","0.31189189189189187","732253","0.18"
"2","0","1","2","1.0","1","1.0","1.8372764338135212","732253","0.58"
"2","24.525538405300768","2","2","2.0","5","2.0","0","732253","0.32"
"2","0.5584615384615385","1","2","0","1","0","0.5286666666666666","732253","0.20"
"2","39.462","1","1","2.0","5","1.0","5.680338983050849","732253","0.20"
"7","33.35654671164362","2","1","6.0","14","7.0","2.063905191873596","732253","0.70"
"4","4.857436031365517","2","1","2.0","5","1.0","0","732253","0.18"
"3","8.497038727780465","2","1","0","5","0","0","732253","0.18"
"3","0","2","1","0","14","0","0","732253","0.38"
"2","9.7100124556511","2","1","0","1","0","2.365943100480188","732253","0.19"
"4","39.744236536657375","2","2","5.0","14","5.0","0","732253","0.37"
"3","15.310492637718637","2","1","2.0","5","2.0","0","732253","0.23"
"2","18.199817256677555","1","1","0","14","0","0","732253","0.45"
"6","19.087283558494352","2","1","0","14","0","1.6110740203193072","732253","0.29"
"5","24.394566549027886","1","1","0","5","0","0","732253","0.20"
"5","20.26193574054292","2","3","3.0","1","2.0","0","732253","0.17"
"4","51.72442210017126","1","1","0","14","0","0","732253","1.09"
"1","8.599853645147125","1","1","1.0","1","1.0","0.6952252252252253","732253","0.24"
"4","9.254764603982851","2","1","0","14","0","2.063905191873596","732253","0.32"
"6","0","2","1","4.0","1","4.0","0","732253","0.19"
"5","23.523144474010255","1","1","4.0","14","4.0","0","732253","0.31"
"4","13.541080970632565","4","1","2.0","14","2.0","0","732253","0.50"
"4","16.013434844627717","2","1","3.0","1","2.0","1.6110740203193072","732253","0.19"
"7","40.47331074820288","2","1","0","14","0","0","732253","10.26"
"3","56.15003162266669","2","1","3.0","14","4.0","0","732253","1.13"
"7","25.10067381590301","2","3","3.0","14","5.0","2.365943100480188","732253","0.34"
"4","87.46645168414449","1","2","0","14","0","0","732253","21.23"
"4","0","1","1","0","14","0","0","732253","0.25"
"2","5.289874321764491","1","1","0","14","0","0.5286666666666666","732253","0.25"
"7","8.599853645147125","1","1","4.0","5","3.0","0.31189189189189187","732253","0.20"
"8","17.8440887599784","1","1","8.0","14","5.0","0","732253","0.33"
"7","13.991677292381123","2","2","5.0","14","5.0","1.8372764338135212","732253","5.02"
"4","5.187976428694882","2","1","2.0","1","2.0","0.31189189189189187","732253","0.18"
"1","2.40710843373494","1","2","1.0","1","1.0","1.800331325301207","732253","0.19"
"2","14.372639459600444","2","2","2.0","5","2.0","0","732253","0.20"
"1","12.546515022004492","1","1","0","1","0","0.6036363636363635","732253","0.22"
"4","17.604769302662724","4","1","3.0","14","3.0","0","732253","0.50"
"4","21.482614449977103","2","1","3.0","14","3.0","1.8372764338135212","732253","0.25"
"3","4.547915188619689","2","5","0","5","0","0","732253","0.92"
"3","26.760808447350737","1","1","2.0","1","2.0","0.6036363636363635","732253","0.17"
"4","40.57558067641332","4","1","3.0","14","3.0","0","732253","0.25"
"4","24.06114343208294","2","1","3.0","1","3.0","0","732253","0.17"
"1","15.769748991710115","1","2","1.0","5","1.0","0","732253","0.18"
"3","13.007442618783253","1","1","0","1","0","0","732253","0.19"
"3","0","1","2","0","1","0","0","732253","0.19"
"2","285.28314224847765","2","4","0","1","0","0","732253","0.24"
"4","50.831993941979526","1","1","0","14","0","0","732253","0.34"
"6","12.966651169367783","1","1","0","14","0","0","732253","0.37"
"3","30.500159560091372","1","1","0","1","0","0","732253","0.19"
"4","6.78571575627598","1","1","0","5","0","0","732253","0.18"
"0","150.28821513975424","2","6","0","1","0","0","732253","0.31"
"2","13.232730129867488","1","2","1.0","1","1.0","0","732253","0.19"
"6","40.7563183624661","1","1","3.0","5","3.0","0.6036363636363635","732253","0.20"
"4","23.136084485276164","1","1","2.0","1","3.0","0.6036363636363635","732253","0.19"
"5","16.99948376043293","2","1","0","14","0","0","732253","0.34"
"4","55.14055416714703","1","1","0","14","0","0","732253","0.34"
"1","30.456417801029335","1","4","0","1","0","0","732253","0.35"
"4","19.48889621653089","2","3","1.0","1","3.0","0","732253","0.18"
"4","51.01607755323878","1","1","0","14","0","0","732253","2.86"
"2","9.928318421021087","1","2","0.0","5","3.0","2.8571984435797657","732253","0.18"
"5","30.523300641149756","1","1","8.0","14","8.0","1.8372764338135212","732253","0.31"
"4","21.928400115122383","1","1","0","5","0","0","732253","0.20"
"3","21.430507054409322","2","4","1.0","1","3.0","1.8372764338135212","732253","0.18"
"1","11.14847215213902","1","1","0.0","5","1.0","5.116400321514037","732253","0.40"
"4","3.417367205542727","2","2","4.0","14","1.0","3.674979212192903","732253","0.44"
"3","17.6116166775711","2","1","2.0","1","1.0","1.8372764338135212","732253","0.18"
"3","9.733137811918574","1","1","0","5","0","0","732253","0.25"
"0","149.73361668168326","2","3","0","5","0","2.063905191873596","732253","0.25"
"3","7.017313617743783","1","1","1.0","1","1.0","0.9690000000000002","732253","0.20"
"3","76.54222395975802","2","1","0","14","0","0","732253","0.95"
"4","6.827172152012986","1","1","1.0","5","1.0","0.31189189189189187","732253","0.22"
"3","17.934752835941794","1","3","0","1","0","2.063905191873596","732253","0.25"
"3","13.523228751575282","2","6","0","5","0","0","732253","0.78"
"5","18.551611318506698","1","1","3.0","1","3.0","1.8372764338135212","732253","0.18"
"1","879.0648432474072","1","2","0","14","0","0","732253","1.27"
"4","17.608052709118564","2","2","4.0","14","4.0","2.1453846153846152","732253","0.90"
"4","38.463828757482666","1","1","0","14","0","0.5286666666666666","732253","0.35"
"5","0","1","1","3.0","14","3.0","0","732253","0.31"
"3","0.5004166666666667","1","1","3.0","1","1.0","0.31189189189189187","732253","0.19"
"7","0.3191666666666667","1","1","3.0","14","3.0","2.5710937698261636","732253","0.31"
"3","16.7358566868216","1","1","0","1","0","0","732253","0.19"
"3","11.853052435798473","1","1","0","1","0","0","732253","0.18"
"5","27.35965739910981","2","3","2.0","1","2.0","0","732253","0.21"
"3","187.0783595447705","1","1","1.0","1","3.0","1.8372764338135212","732253","0.22"
"0","111.54860473102146","2","2","0","5","0","0","732253","0.18"
"2","13.701600219637156","2","7","0","5","0","0","732253","0.18"
"4","88.5367210705989","4","1","1.0","14","1.0","2.063905191873596","732253","0.75"
"4","24.520597903454444","4","1","2.0","14","2.0","0","732253","0.99"
"3","21.470576874530167","2","1","2.0","14","3.0","1.8372764338135212","732253","3.79"
"5","0","2","1","6.0","1","4.0","0","732253","0.18"
"0","150.47783917875998","2","1","0","5","0","0","732253","0.24"
"2","13.798443929594363","2","2","2.0","5","2.0","0","732253","0.23"
"3","538.3148242120369","2","1","0","14","0","25.964019607843106","732253","3.25"
"6","19.09554748055253","2","5","4.0","14","4.0","1.8372764338135212","732253","1.00"
"6","17.785888385352738","1","1","3.0","5","3.0","1.8372764338135212","732253","0.20"
"0","65.83199178474585","2","3","0","14","0","0","732253","17.99"
"4","46.28173628339751","1","1","0","14","0","0","732253","1.89"
"5","23.83857305973752","2","1","2.0","5","3.0","0","732253","0.28"
"3","10.499556050067241","2","1","0","5","0","0","732253","0.20"
"2","11.761502045092282","1","1","0","5","0","0","732253","0.25"
"4","3.249079663532902","2","1","2.0","1","2.0","1.8372764338135212","732253","0.18"
"3","7.470537490937001","2","1","0.0","5","4.0","2.8571984435797657","732253","1.61"
"2","0.5158333333333334","2","1","1.0","1","1.0","2.375797083765488","732253","0.22"
"6","15.701605171183616","1","4","3.0","14","3.0","1.8372764338135212","732253","0.25"
"4","9.238850352733254","1","1","0","5","0","0","732253","0.20"
"3","12.0013484328943","1","1","2.0","5","2.0","0.31189189189189187","732253","0.20"
"3","16.482206265333566","2","2","0.0","5","1.0","0","732253","0.63"
"4","3.646745253140112","1","1","0","5","0","0","732253","0.20"
"5","9.396642390579578","1","3","0","1","0","0","728051","0.19"
"4","15.734556497541966","0","2","0","5","0","0","728051","0.27"
"4","105.28067433933933","1","1","4","14","4","2.063905191873596","728051","0.47"
"5","93.99984746327635","1","2","3.0","5","4.0","0","728051","6.22"
"5","67.13511005311075","0","2","2.0","5","2.0","1.8372764338135212","728051","0.29"
"3","64.30321500590546","1","1","0","1","0","0","728051","0.17"
"1","866.5259427611509","2","5","1.0","5","1.0","0.7792173913043478","728051","2.99"
"2","24.239865803656752","1","1","0","1","0","0","728051","0.19"
"4","3.249079663532902","1","3","2.0","1","4.0","1.8372764338135212","728051","0.24"
"2","903.7084139344264","2","1","1.0","1","1.0","0.9690000000000002","728051","0.17"
"4","9.839948165869218","1","3","0.0","5","1.0","0","728051","0.22"
"6","69.9969990357714","1","1","4.0","1","4.0","2.063905191873596","728051","0.17"
"2","534.2876800599723","1","2","0","1","0","0","728051","0.44"
"2","38.00852150401632","1","1","0.0","14","1.0","0","728051","1.79"
"2","75.23945662892538","1","2","3.0","1","1.0","2.063905191873596","728051","0.19"
"0","218.75825669254468","0","2","0","14","0","0.7792173913043478","728051","5.37"
"4","50.60480097074694","1","3","1.0","1","2.0","0","728051","0.19"
"3","31.54907317002641","1","4","1.0","5","2.0","1.8372764338135212","728051","0.22"
"2","11.121356660465102","1","1","1.0","5","1.0","23.54948717948718","728051","0.25"
"0","58.7659817239653","0","1","0","5","0","0","728051","1.99"
"3","33.842090872178794","0","2","0","5","0","0","728051","0.22"
"2","32.7694066717596","1","1","1.0","5","4","0","728051","0.29"
"1","0.26857142857142857","1","3","1.0","1","1.0","0.5785714285714285","728051","0.21"
"1","15.674383944153567","1","1","0","1","0","0","728051","0.19"
"5","767.3895243129637","1","2","3.0","5","3.0","0","728051","0.27"
"1","29.57812828927651","1","4","1.0","1","1.0","0","728051","0.21"
"1","74.19203997224312","1","1","0","1","0","0","728051","0.21"
"2","4.438948092907534","1","2","1.0","5","2.0","9.377621591746502","728051","0.58"
"3","0","1","4","0","1","0","0","728051","0.44"
"3","16.762522441902718","1","2","2.0","14","2.0","0","728051","0.76"
"4","85.2286352663909","1","3","2.0","5","3.0","0","728051","0.25"
"3","0.0","1","2","2.0","1","2.0","0","728051","0.17"
"3","184.35898948133726","1","2","0","1","0","0","728051","0.19"
"4","571.0898446179472","0","1","0","5","0","0","728051","0.24"
"3","32.47403202680546","1","2","2.0","5","4.0","0","728051","0.19"
"7","0.0","0","4","4.0","5","4.0","0","728051","0.27"
"0","2.259972396343647","0","5","0","5","0","0","728051","0.29"
"1","36.48274885245716","1","1","0","5","0","0","728051","0.26"
"4","56.15433694561977","1","1","0","5","0","2.566517412935326","728051","0.26"
"5","0","2","2","4.0","14","4.0","24.51848717948718","728051","0.00"
"5","54.041786492374726","0","2","0","14","0","0","728051","3.95"
"6","93.28406918132403","0","2","0","5","0","0","728051","0.22"
