"2","1.5889140955612235","1","4","1.0","2","1.0","1.7004661016949179","731397","0.22"
"3","1.674546642857818","1","1","0","1","0","1.9439130434782599","731397","0.19"
"4","0.7611972268118034","0","1","2.0","2","2.0","0","731397","0.20"
"3","4.929468727018106","0","1","0","3","0","5.207307692307693","731397","0.50"
"1","0.26131313131313133","1","1","0","1","0","0","731397","0.19"
"3","9.374271914915708","1","5","0","2","0","0","731397","2.01"
"2","0.5150226757369614","1","1","1.0","1","1.0","1.7004661016949179","731397","0.19"
"3","23.611117522796338","1","1","1.0","1","2.0","0","731397","0.19"
"1","1.9878506170260057","0","1","0","1","0","8.062707595434839","731397","0.17"
"2","1.5750125450140613","0","1","0","2","0","0","731397","0.39"
"3","0.7617326614832366","1","1","0","2","0","0","731397","0.20"
"5","10.752056516902247","1","1","3.0","3","4.0","0","731397","0.26"
"3","1.7479138114034896","0","3","0","2","0","0","731397","0.24"
"1","7.253494678848849","1","1","0","3","0","1.7004661016949179","731397","2.38"
"7","3.403831388620277","1","1","0","2","0","0.2928571428571428","731397","0.21"
"3","0.0","1","1","2.0","1","2.0","0","731397","0.17"
"3","0.5357437022664844","1","6","0","1","0","0","731397","0.18"
"1","1.3575025491408992","1","3","0","1","0","0","731397","0.21"
"5","6.015806791548826","0","1","0","2","0","5.207307692307693","731397","0.23"
"3","0.0","1","1","1.0","1","1.0","0","731397","0.17"
"2","1.648780700075139","1","21","0","1","0","0","731397","0.16"
"2","1.3620693031633972","1","1","1.0","1","3.0","0","731397","0.17"
"2","2.681708269898712","0","1","0","1","0","0","731397","0.19"
"5","2.6723719380829625","1","1","2.0","1","4.0","17.21400011244164","731397","0.17"
"4","1.0456851324450571","0","3","2.0","3","2.0","5.212122807017539","731397","0.36"
"4","9.317829879456886","0","1","4.0","2","4.0","8.062707595434839","731397","0.23"
"7","4.150009180467122","0","6","4.0","3","4.0","8.062707595434839","731397","4.85"
"5","0.8781703274912256","1","1","0","2","0","0","731397","0.22"
"3","3.24694585090774","1","1","2.0","1","2.0","0","731397","0.19"
"3","21.44185747169783","0","1","0","3","0","0","731397","0.57"
"1","6.325324737001658","1","1","0","1","0","0","731397","0.17"
"3","3.7030903299441524","1","1","4.0","3","4.0","9.151292517006802","731397","0.29"
"4","1.2460903527746956","0","2","0.0","1","0.0","8.062707595434839","731397","0.17"
"3","0.8652422360248446","0","1","1.0","1","1.0","0","731397","0.17"
"5","0.11826666666666669","1","1","4.0","1","2.0","0","731397","0.17"
"0","9.42775958532894","0","2","0","3","0","0","731397","67.64"
"6","1.1836671555404492","1","1","3.0","1","3.0","0","731397","0.18"
"5","5.588394817797051","1","1","0","3","0","0","731397","0.41"
"8","0.9896950264595719","1","3","6.0","3","7.0","5.212122807017539","731397","0.42"
"1","5.874887660611331","1","1","0","3","0","0","731397","4.14"
"2","8.73205855730708","0","3","0","2","0","0","731397","0.29"
"6","1.9422851453942698","0","1","3.0","2","4.0","14.358600209314496","731397","0.20"
"5","2.3095637949293053","1","4","0","3","0","10.006620638913098","731397","0.49"
"5","1.748672741784442","1","1","4.0","3","6.0","0","731397","0.26"
"5","46.573611388654065","0","3","0","3","0","0","731397","13.49"
"7","1.2460903527746956","0","1","0.0","3","0.0","8.062707595434839","731397","0.46"
"0","57.05662844969553","1","2","0","1","0","0","731397","1.06"
"3","0.6619564252938147","0","4","1.0","1","4.0","0","731397","0.19"
"4","4.440780338893836","1","1","0","1","0","0","731397","0.18"
"1","0.7843081638575213","1","2","1.0","2","1.0","0","731397","0.21"
"3","2.779328486508585","0","2","0","2","0","0","731397","0.22"
"3","0.0","1","1","0","2","0","0","731397","1.06"
"3","2.4761167908990123","0","1","0","3","0","0","731397","0.34"
"3","2.849774560006414","1","1","0","3","0","0","731397","3.49"
"1","1.8525098606987551","1","1","1.0","1","1.0","0","731397","0.27"
"6","1.157900293171821","1","1","5.0","2","4.0","0","731397","0.20"
"3","2.0719958230920126","0","1","0","3","0","0","731397","1.34"
"1","2.099553832013971","0","1","0","1","0","0","731397","0.49"
"7","2.668964114829001","1","1","2.0","1","2.0","26.324814814814832","731397","0.19"
"1","2.6058405832827787","0","1","0","1","0","0","731397","0.26"
"4","1.0180529946573917","1","1","0","2","0","0","731397","0.21"
"4","0.11826666666666669","1","1","2.0","1","3.0","0","731397","0.17"
"5","3.7709458271940437","0","2","0","3","0","0","731397","0.00"
"2","2.140723812923062","1","1","0","3","0","0","731397","0.32"
"1","22.771395776726514","1","1","0","1","0","0","731397","0.18"
"3","2.7539534209662766","1","1","1.0","3","2.0","0","731397","4.23"
"0","57.05662844969553","1","3","0","1","0","0","731397","1.72"
"7","14.34934344735536","1","1","0","3","0","22.42630434782609","731397","0.35"
"3","1.9521304454466037","1","4","0","2","0","0","731397","0.23"
"4","4.492971947493736","0","1","4.0","3","6.0","0","731397","0.38"
"5","0.0","1","1","3.0","1","3.0","0","731397","0.18"
"4","1.1549356282571905","0","1","1.0","2","3.0","0","731397","0.20"
"4","3.1224915777368287","1","1","0","2","0","3.6443791451731777","731397","0.23"
"6","1.8755109709381013","1","1","0","3","0","1.9439130434782599","731397","0.42"
"2","1.5855034115992304","0","1","0","3","0","0","731397","0.34"
"3","8.508298312169277","1","1","0","3","0","0","731397","2.99"
"3","1.1793666761164867","1","3","0","1","0","1.9439130434782599","731397","0.16"
"1","31.65519385859139","1","1","1.0","1","1.0","0","731397","0.18"
"4","1.101640168919194","1","1","2.0","2","2.0","0","731397","0.20"
"3","6.138871575956445","0","1","0","3","0","5.207307692307693","731397","16.90"
"6","1.4408123434386237","0","1","4.0","2","4.0","8.062707595434839","731397","0.20"
"4","1.0830265545109674","1","1","0.0","1","1.0","8.062707595434839","731397","0.17"
"2","0.0","0","1","2.0","1","1.0","0","731397","0.18"
"2","1.3158241152281223","1","2","0","1","0","0","731397","0.19"
"4","13.247496958689856","1","2","2.0","2","3.0","0","731397","0.23"
"3","1.5363859587864415","1","1","0","1","0","1.9439130434782599","731397","0.19"
"4","0.0","1","1","2.0","1","3.0","8.062707595434839","731397","0.17"
"1","4.659366817882503","1","7","0","2","0","0","731397","0.20"
"3","9.354533484563248","0","2","0","3","0","0","731397","21.99"
"2","0.9737989413870894","1","1","0","2","0","0","731397","0.22"
"2","6.255861284510989","0","1","0","2","0","0","731397","0.20"
"4","2.610547647883467","0","1","0","3","0","0","731397","0.93"
"4","8.058477039666258","0","2","0","3","0","0","731397","2.90"
"2","1.3620142923764222","1","1","0","1","0","5.212122807017539","731397","0.50"
"1","1.5215804770684997","0","1","0","2","0","0","731397","0.23"
"3","2.1949832666555062","1","1","1.0","3","1.0","0","731397","0.89"
"3","1.1839496940746002","1","4","2.0","2","2.0","0","731397","0.22"
"4","0.5150226757369614","1","3","3.0","1","2.0","1.7004661016949179","731397","0.18"
"5","3.454400368920625","1","1","0","2","0","0","731397","0.20"
"6","5.894976956937931","0","4","2.0","3","4.0","5.207307692307693","731397","4.81"
"1","24.000793043383425","0","1","1.0","2","1.0","0","731397","0.23"
"5","2.057779906891403","1","1","4.0","3","5.0","0","731397","0.26"
"2","1.867952069277871","1","1","1.0","3","1.0","0","731397","1.29"
"2","0.8467456342302544","1","1","1.0","2","1.0","0","731397","0.21"
"4","1.398024518170952","0","1","3.0","1","3.0","0","731397","0.18"
"2","57.05662844969553","1","4","1.0","1","1.0","0","731397","0.28"
"3","2.683590188255474","0","2","0","2","0","0","731397","0.21"
"4","1.4031578918706695","1","1","0","1","0","0","731397","0.19"
"3","1.4153948814845079","1","1","1.0","1","3.0","0","731397","0.18"
"2","5.469979124198251","0","1","0","3","0","0","731397","1.74"
"2","5.413714546967739","1","10","0","1","0","0","731397","0.18"
"2","108.26217229971822","2","1","0","2","0","0","731397","0.51"
"4","8.88889356846268","0","6","2.0","3","2.0","0","731397","5.49"
"3","1.3763752985739925","1","1","0","3","0","0","731397","1.75"
"3","0.9963183631992977","1","1","2.0","1","2.0","0","731397","0.17"
"2","0.6818560989089685","1","3","0","1","0","0","731397","0.18"
"3","1.952533247956827","1","2","0","3","0","0","731397","1.56"
"2","57.05662844969553","1","3","1.0","1","1.0","0","731397","0.18"
"3","1.2675527648439324","1","1","0","1","0","0","731397","0.17"
"4","8.86076761176738","0","1","0","2","0","5.207307692307693","731397","0.23"
"6","0.39529047619047625","1","1","3.0","1","3.0","0","731397","0.19"
"2","1.3003952205160252","0","1","0","3","0","50.74624999999997","731397","2.32"
"3","1.508824507846326","1","1","1.0","2","1.0","8.062707595434839","731397","0.23"
"4","2.027067097105282","0","1","0","3","0","0","731397","0.22"
"3","1.309031690092802","1","1","3.0","1","1.0","0","731397","0.17"
"3","7.508640860076151","1","1","0","1","0","0","731397","1.14"
"3","3.2961136745676556","1","1","2.0","1","2.0","0","731397","0.19"
"5","0.0","1","1","2.0","3","2.0","0","731397","0.38"
"1","3.7270091509555634","0","2","0","2","0","0","731397","0.23"
"3","8.907280982224307","0","4","3.0","2","3.0","0","731397","0.21"
"1","8.170570824810314","0","1","0","2","0","0","731397","1.23"
"6","1.3539255280759777","1","2","0","2","0","1.9439130434782599","731397","0.20"
"4","0.8652422360248446","1","1","2.0","3","2.0","0","731397","0.32"
"4","2.4282246864947363","1","2","2.0","3","5.0","0","731397","1.99"
"3","5.45241262607306","1","1","0.0","2","2.0","0","731397","0.23"
"3","5.479917621717635","0","1","0","3","0","0","731397","0.38"
"7","1.0379900590245417","0","5","4.0","1","4.0","0.2928571428571428","731397","0.29"
"1","1.8285849291655991","1","1","1.0","1","1.0","8.062707595434839","731397","0.25"
"7","1.728436768178564","1","3","4.0","3","4.0","8.062707595434839","731397","0.41"
"1","4.297619782330452","1","1","0","1","0","0","731397","0.19"
"2","1.2824978112737508","1","5","1.0","2","2.0","0","731397","0.47"
"3","2.1535151641489625","1","1","0","2","0","0","731397","0.20"
"3","57.05662844969553","1","4","0","1","0","0","731397","0.84"
"3","3.3325771855485695","1","1","0","3","0","0","731397","0.94"
"1","4.545528849730407","1","2","0","1","0","0","731397","0.20"
"5","1.7028004946960695","0","1","2.0","2","2.0","0","731397","0.20"
"3","5.223595137252008","0","1","0","3","0","1.7004661016949179","731397","0.37"
"0","57.05662844969553","1","2","0","1","0","0","731397","5.93"
"6","1.227873263560864","1","1","3.0","3","4.0","5.212122807017539","731397","0.26"
"2","1.9534175633368454","0","7","0","2","0","1.7004661016949179","731397","4.49"
"5","2.6603043002543223","0","2","0","2","0","0","731397","0.20"
"3","1.1875365790619847","0","2","0","2","0","0","731397","0.23"
"3","1.9253766615251986","1","1","0","1","0","1.9439130434782599","731397","0.33"
"5","46.054218090737216","0","1","0","3","0","0","731397","0.59"
"10","0.7784925442684063","1","2","1","3","1","8.355564738291982","731397","0.67"
"3","1.5212866336828024","1","2","0","1","0","0","731397","0.17"
"2","1.4460044556122251","1","4","0","2","0","0","731397","1.41"
"2","6.359128718194632","1","1","1.0","1","1.0","8.062707595434839","731397","0.17"
"4","0.421703931911573","1","9","0","2","0","0","731397","0.21"
"2","32.24656347740188","1","2","0","1","0","9.151292517006802","731397","0.17"
"2","1.0830265545109674","1","4","2.0","2","2.0","8.062707595434839","731397","0.25"
"3","0.0","1","1","0","2","0","0","731397","0.21"
"1","2.904966723100408","0","2","0","1","0","0","731397","0.19"
"2","0.49948521861751227","1","1","0","1","0","0","731397","0.19"
"2","2.6723719380829625","1","1","2.0","1","1.0","9.151292517006802","731397","0.17"
"3","25.812546979731273","0","3","0","3","0","0","731397","6.00"
"0","34.55268953184496","0","4","0","3","0","5.207307692307693","731397","18.01"
"6","1.4203653917114885","0","5","1.0","3","1.0","0","731397","0.63"
"3","2.891009643327477","1","1","0","3","0","0","731397","0.43"
"4","3.7193808369373134","1","1","0","2","0","0","731397","0.20"
"1","0.9670955937480705","1","1","0","1","0","1.9439130434782599","731397","0.19"
"4","1.1274560391949169","1","1","0.0","3","2.0","0","731397","2.49"
"4","16.324074642473988","0","13","0","2","0","0","731397","0.26"
"3","1.858930281890552","0","8","0","2","0","5.212122807017539","731397","0.72"
"4","4.451003513862327","1","1","0","3","0","0","732709","0.28"
"3","2.311117221608458","1","1","0","1","0","3.11092105263158","732709","0.11"
"5","3.913535490362395","1","2","0","1","0","0.8575700934579441","732709","0.11"
"5","5.738172857028939","1","1","2.0","3","3.0","0","732709","1.80"
"1","0.5558608441100726","1","1","0","1","0","2.4914917127071834","732709","0.16"
"6","1.2883753786433298","1","2","0","1","0","1.4228571428571428","732709","0.16"
"1","0.25141414141414137","1","1","0","2","0","1.978096409247418","732709","1.92"
"5","1.1141989299736605","1","1","4.0","3","3.0","11.831173697129756","732709","0.37"
"4","0.6870116686710916","1","2","1.0","2","4.0","0.8575700934579441","732709","0.21"
"3","3.4130464041315696","1","1","0","2","0","0","732709","0.18"
"1","1.2573952380113227","1","2","1.0","3","1.0","0","732709","0.75"
"5","4.194455863808324","1","2","3.0","2","4.0","35.49301809210526","732709","3.03"
"7","3.064350044850528","0","2","0","3","0","26.320063199557854","732709","18.34"
"4","1.2093877290796275","1","1","2.0","2","2.0","0","732709","0.11"
"3","1.4567062446689198","1","3","0","1","0","0.7586383928571427","732709","0.16"
"3","2.6689401372905595","1","2","0","3","0","0","732709","0.57"
"4","2.5583441164796303","1","1","0.0","3","3.0","8.062707595434839","732709","7.53"
"2","3.6976751018033727","1","2","1.0","1","1.0","0.12","732709","0.12"
"4","1.3539428774732198","1","1","2.0","2","2.0","0","732709","0.18"
"4","2.6869284476784476","1","1","4.0","1","1.0","23.568896940418682","732709","0.11"
"1","3.6976751018033727","1","2","1.0","1","1.0","0.37999999999999995","732709","0.57"
"8","2.9157745214498827","1","1","5.0","3","6.0","8.698355947083192","732709","0.39"
"5","3.346168921103043","5","1","7.0","3","7.0","0","732709","37.98"
"3","2.9361372044036376","1","2","2.0","1","1.0","8.062707595434839","732709","0.11"
"1","1.1975512657893281","1","2","1.0","1","1.0","3.11092105263158","732709","0.00"
"4","2.924057847032734","1","1","3.0","1","4.0","0","732709","0.11"
"0","5.942609111371619","1","2","0","3","0","0","732709","30.38"
"0","19.86074807444625","1","2","0","3","0","0","732709","15.00"
"3","1.4053841160152105","1","1","1.0","2","3.0","6.912588908712457","732709","0.11"
"3","2.4334271457505268","1","1","0","1","0","3.258486197634526","732709","0.16"
"2","0.6084541267690163","1","2","0","3","0","4.187825323441925","732709","6.37"
"6","1.4550955217574921","1","1","4.0","3","5.0","1.91","732709","0.19"
"0","4.9399735325953","1","2","0","3","0","0","732709","6.00"
"2","2.5487661872038374","1","1","0","1","0","0.36707692307692336","732709","0.16"
"0","177.77757936901037","2","1","0","3","0","0","732709","11.39"
"4","6.654318871910459","1","1","3.0","2","3.0","0.26857142857142857","732709","0.38"
"3","0.7618001932748019","1","1","2.0","2","1.0","10.554199308142023","732709","7.47"
"0","57.22051733858442","0","5","0","2","0","0.36707692307692336","732709","0.00"
"2","7.8217320508755375","2","1","0","3","0","0","732709","8.15"
"5","2.125","1","1","3.0","1","1.0","25.537225400457668","732709","0.11"
"2","6.948161738391308","1","2","2.0","2","2.0","0.258","732709","0.19"
"2","0.0","1","2","0","1","0","1.4228571428571428","732709","0.45"
"5","0.0","1","1","4.0","1","4.0","0","732709","0.16"
"4","7.090377776203348","1","1","4.0","3","3.0","0","732709","0.49"
"2","0.0","1","1","3.0","1","1.0","0","732709","0.16"
"0","58.332507262941846","1","5","0","2","0","0.8575700934579441","732709","0.22"
"2","3.927611278064641","1","3","2.0","1","1.0","0","732709","0.16"
"2","5.151047476034644","1","2","1.0","2","1.0","8.062707595434839","732709","3.49"
"5","1.5835767888598264","1","2","0","2","0","0.3066666666666667","732709","0.37"
"4","0.8500479436436188","1","1","2.0","1","2.0","0.3878571428571429","732709","0.25"
"4","3.38192257776271","1","1","0","1","0","0","732709","0.19"
"5","3.6976751018033727","1","1","3.0","1","3.0","0.12","732709","0.12"
"0","58.32432844969553","1","3","0","2","0","3.314583333333333","732709","3.16"
"2","0.16680555555555557","1","1","1.0","1","1.0","0.4763235294117648","732709","0.16"
"3","1.4959377764166142","0","1","0","3","0","0","732709","0.00"
"8","1.0830265545109674","1","1","6.0","3","6.0","8.062707595434839","732709","2.00"
"4","1.5026729713692328","1","1","0","3","0","0","732709","1.45"
"0","103.92911644348942","2","3","0","3","0","0","732709","11.48"
"3","1.184042865145591","1","1","0","2","0","3.11092105263158","732709","0.21"
"2","0.6668196101609666","0","1","1.0","2","1.0","0","732709","0.19"
"2","0.7793621894301463","1","1","0","1","0","1.5175263157894738","732709","0.37"
"4","0.0","1","1","-1.0","2","3.0","0","732709","0.11"
"3","1.1391224018475756","1","1","8.0","3","0.0","5.212122807017539","732709","1.48"
"2","0.9381399603285852","1","1","0","2","0","0","732709","0.00"
"5","4.498504621526593","1","1","0","3","0","0","732709","0.00"
"2","1.259943808288304","1","1","1.0","2","1.0","8.062707595434839","732709","0.18"
"4","0.775995351405671","1","2","3.0","1","3.0","0.7446415094339623","732709","0.16"
"4","0.181435701472632","1","1","1.0","1","3.0","1.2246470165348675","732709","0.19"
"3","2.3573765967098126","1","1","3.0","1","3.0","0.8575700934579441","732709","0.11"
"3","0.0","1","2","3.0","1","3.0","0","732709","0.17"
"6","2.8994826595782275","1","1","3.0","2","3.0","0","732709","0.37"
"4","33.08857455719045","1","1","3.0","3","3.0","11.642784229713985","732709","0.95"
"3","0.7550005176740014","1","1","0","1","0","3.11092105263158","732709","0.11"
"3","1.040722673690784","1","1","2.0","2","1.0","23.428612040133782","732709","0.19"
"4","3.2280121328008295","1","1","2.0","1","2.0","8.062707595434839","732709","0.16"
"3","0.6565676039160476","1","1","0","2","0","0","732709","0.11"
"3","10.735307659490674","1","1","0","3","0","6.93","732709","6.93"
"4","0.30971768000276206","1","1","0","2","0","0.37999999999999995","732709","0.00"
"2","36.797964285714286","1","2","2.0","2","1.0","0","732709","0.37"
"3","0.43248338945005604","1","2","2.0","1","2.0","0.3707812499999999","732709","0.43"
"5","4.47556983691258","1","2","3.0","1","3.0","2.4232806267806275","732709","0.18"
"2","1.2278650914634146","1","1","1.0","2","3.0","0","732709","0.11"
"3","2.3927514710897464","1","1","0","1","0","0","732709","0.16"
"1","5.77728498884219","1","1","1.0","2","1.0","0","732709","0.48"
"1","208.71030930997375","1","1","0","3","0","2.4914917127071834","732709","1.89"
"2","0.5150226757369614","1","2","1.0","2","1.0","3.804751815980632","732709","0.28"
"4","2.7684136998702744","1","3","2.0","2","3.0","0","732709","0.18"
"6","5.761697498473158","1","1","0","2","0","3.11092105263158","732709","0.37"
"3","3.8736506437360125","0","1","0","3","0","0","732709","9.71"
"0","16.30975641232228","1","1","0","3","0","0","732709","5.36"
"2","0.5972137149362259","1","1","0","1","0","0","732709","0.16"
"3","1.0203780844658437","1","1","0","2","0","0","732709","0.11"
"1","25.048013125049","1","1","0.0","2","2.0","0","732709","1.51"
"0","111.98056755830376","2","2","0","3","0","0","732709","58.23"
"6","2.1215272134703262","1","1","4.0","3","4.0","4.643377192982458","732709","1.10"
"0","66.76186366427132","2","1","0","3","0","0","732709","6.07"
"2","2.378000220163706","1","1","0","2","0","3.2248120300751877","732709","0.00"
"3","82.61437863417868","0","2","0","3","0","0","732709","13.00"
"6","2.0832852179606713","1","1","0","3","0","0","732709","0.38"
"2","1.4945519813805754","1","1","1.0","2","1.0","0","732709","0.00"
"2","0.93112663701882","1","2","0","1","0","0","732709","0.19"
"4","15.963667398798071","1","2","1","3","1","2.068","732709","7.99"
"8","0.5857948667938818","1","2","5.0","3","5.0","10.951199308142023","732709","0.54"
"4","2.2372796707999356","1","1","2.0","1","2.0","0.3066666666666667","732709","0.18"
"0","0.0","1","2","1.0","2","1.0","0","732709","10.67"
"2","0.15971631205673764","1","4","2.0","1","1.0","1.977234114618615","732709","0.19"
"0","22.10786190315696","2","2","0","3","0","0","732709","67.59"
"3","6.469982647762739","1","2","0","3","0","0","732709","1.13"
"2","3.021700875694791","0","3","1.0","3","1.0","3.11092105263158","732709","0.54"
"3","4.581105025429577","2","2","2.0","3","2.0","3.11092105263158","732709","2.49"
"4","3.0439378598043163","1","1","3.0","3","3.0","1.7004661016949179","732709","3.03"
"5","3.1858329216357686","1","2","4.0","1","4.0","0","732709","0.11"
"2","1.3712587703534378","1","1","0","1","0","2.4914917127071834","732709","0.19"
"6","0.3090136054421768","1","1","6.0","2","4.0","2.503174435028251","732709","0.11"
"2","4.071829135615257","0","1","0","2","0","0","732709","9.00"
"8","1.0830265545109674","1","2","5.0","3","5.0","9.485564738291982","732709","1.13"
"0","57.34459035445744","1","5","0","2","0","0.468888888888889","732709","0.38"
"6","7.601743819351936","1","1","0","2","0","3.11092105263158","732709","0.20"
"4","2.552682999708219","1","2","2.0","3","2.0","2.4914917127071834","732709","18.00"
"5","5.65516716006961","1","1","0","2","0","3.11092105263158","732709","0.21"
"3","19.731","1","1","2.0","3","2.0","0","732709","26.18"
"0","64.01084907615316","1","3","0","2","0","1.1425925925925928","732709","0.22"
"2","0.39548143748069986","1","1","0","2","0","8.062707595434839","732709","0.48"
"2","3.129972377383673","1","2","0","1","0","0","732709","0.16"
"2","1.1379349664567462","1","1","0","2","0","1.7004661016949179","732709","0.24"
"4","0.42111095095030243","1","2","5.0","2","5.0","0","732709","0.18"
"5","5.040364622631383","1","2","0","2","0","0","732709","0.11"
"2","1.1194563981087169","0","1","3.0","2","3.0","0.26857142857142857","732709","0.11"
"3","11.954738798496225","1","2","2.0","1","2.0","0","732709","0.16"
"7","0.634053951367781","1","2","0","3","0","0","732709","0.57"
"4","2.771108021826196","0","1","0","3","0","0.36707692307692336","732709","0.28"
"4","0.0","0","6","5.0","2.5","5.0","0","729879","7.99"
"6","1.0830265545109674","1","5","4.0","3","4.0","8.062707595434839","733169","3.03"
"8","1.5339456990362437","1","5","5.0","3","5.0","10.554199308142023","733169","3.03"
"8","1.8989209810849141","3","5","7.0","3","7.0","8.062707595434839","733169","64.51"
"6","5.241254413549912","1","3","5.0","3","5.0","8.062707595434839","733169","21.99"
"6","3.188877840718871","3","3","6.0","3","6.0","8.062707595434839","733169","11.94"
"8","0.6498159327065804","3","2","8.0","3","8.0","14.975296504147295","733169","9.35"
"6","1.0830265545109674","1","22","5.0","3","5.0","8.062707595434839","733169","3.51"
"7","6.548343233151672","1","3","0","3","0","8.062707595434839","733169","9.32"
"7","1.5243945141250277","1","4","5.0","3","5.0","8.062707595434839","733169","4.25"
"7","1.1042640638409593","1","3","5.0","3","4.0","8.062707595434839","733169","4.66"
"7","2.9073892126304504","2","3","4.0","3","4.0","8.062707595434839","733169","6.45"
"4","0.7821355478047274","1","13","2.0","3","3.0","8.062707595434839","733169","0.78"
"16","1.6036411468178378","0","2","9.0","3","9.0","8.062707595434839","733169","7.65"
"2","0.0","0","2","2.0","2.5","2.0","0","732769","0.00"
"3","0.0","0","1","2.0","2.5","3.0","0","732769","2.95"
"3","0.0","0","4","2.0","2.5","1.0","0","732769","0.00"
"1","0.0","0","2","1.0","2.5","1.0","0","732769","0.75"
"3","0.0","0","4","0","2.5","0","0","732769","4.99"
"5","0.0","0","3","4.0","2.5","4.0","0","732769","1.00"
"3","0.0","0","2","1","2.5","1","0","732769","8.00"
"3","0.0","0","2","2.0","2.5","2.0","0","732769","1.00"
"3","0.0","0","2","0","2.5","0","0","732769","1.00"
"3","0.0","0","2","2.0","2.5","1.0","0","732769","0.00"
"2","0.0","0","2","5.0","2.5","6.0","0","732769","1.00"
"2","0.0","0","2","2.0","2.5","2.0","0","732769","1.00"
"0","0.0","0","2","1.0","2.5","1.0","0","732769","3.00"
"4","0.0","0","2","3.0","2.5","3.0","0","732769","1.00"
"3","0.0","0","3","2.0","2.5","1.0","0","732769","3.22"
"1","0.0","0","2","0","2.5","0","0","732769","3.00"
"2","0.0","0","2","2.0","2.5","1.0","0","732769","0.00"
"3","0.0","0","2","0","2.5","0","0","732769","0.00"
"2","0.0","0","3","2.0","2.5","2.0","0","732769","0.00"
"2","0.0","0","2","2.0","2.5","3.0","0","732769","0.79"
