"3","0","1","0","Uncommon","0","734285","0.36"
"2","1","1","2","Uncommon","2","734285","0.23"
"3","1","2","0","Rare","0","734285","1.04"
"3","1","1","0","Common","0","734285","0.16"
"5","1","1","0","Rare","0","734285","0.35"
"5","1","1","4","Rare","4","734285","0.36"
"2","0","1","0","Uncommon","0","734285","0.28"
"3","1","1","1","Common","4","734285","0.19"
"2","1","1","0","Common","0","734285","0.24"
"2","1","3","0","Common","0","734285","0.18"
"2","0","2","0","Uncommon","0","734285","0.23"
"1","1","1","0","Common","0","734285","0.25"
"5","0","1","4","Rare","4","734285","0.39"
"3","1","2","3","Common","4","734285","0.22"
"1","0","1","0","Uncommon","0","734285","0.23"
"2","2","3","0","Uncommon","0","734285","0.28"
"2","1","4","0","Uncommon","0","734285","0.23"
"4","1","1","0","Common","0","734285","0.16"
"3","1","1","2","Common","3","734285","0.20"
"2","1","4","0","Common","0","734285","0.21"
"6","1","2","6","Mythic Rare","6","734285","1.31"
"2","1","1","0","Rare","0","734285","0.42"
"0","2","2","0","Rare","0","734285","3.39"
"3","1","1","*","Rare","*","734285","0.39"
"3","2","2","0","Uncommon","0","734285","0.23"
"7","1","1","8","Rare","8","734285","0.36"
"0","2","1","0","Rare","0","734285","4.98"
"0","2","1","0","Rare","0","734285","5.54"
"2","1","2","2","Rare","2","734285","0.43"
"1","1","5","1","Common","1","734285","0.18"
"5","1","1","*","Rare","*","734285","0.35"
"4","1","1","2","Rare","3","734285","0.92"
"2","1","1","2","Common","1","734285","0.23"
"4","0","1","0","Uncommon","0","734285","0.23"
"0","0","5","0","Uncommon","0","734285","0.98"
"1","0","2","0","Common","0","734285","0.18"
"2","1","1","2","Rare","1","734285","38.00"
"2","1","1","0","Uncommon","0","734285","0.55"
"2","1","1","0","Rare","0","734285","1.34"
"3","1","2","2","Common","2","734285","0.19"
"0","2","2","0","Rare","0","734285","2.50"
"3","1","1","2","Uncommon","2","734285","0.26"
"5","0","1","1","Rare","1","734285","0.43"
"5","1","1","3","Common","5","734285","0.18"
"2","1","1","0","Common","0","734285","0.21"
"5","1","1","3","Uncommon","3","734285","0.21"
"2","2","1","0","Uncommon","0","734285","0.25"
"4","0","1","0","Rare","0","734285","0.68"
"5","1","1","5","Mythic Rare","3","734285","2.51"
"2","1","3","0","Common","0","734285","0.17"
"5","1","3","4","Uncommon","4","734285","0.21"
"1","1","2","1","Rare","1","734285","2.94"
"2","1","1","0","Rare","0","734285","8.81"
"0","2","1","0","Rare","0","734285","4.84"
"2","1","2","1","Uncommon","1","734285","0.23"
"6","1","4","4","Rare","4","734285","0.34"
"0","2","1","0","Rare","0","734285","7.05"
"1","0","2","0","Common","0","734285","0.17"
"2","1","2","2","Common","1","734285","0.18"
"5","1","1","0","Rare","0","734285","0.35"
"0","2","2","0","Nothing","0","735328","2.44"
"5","1","2","0","Nothing","0","735328","0.32"
"9","1","3","4","Nothing","5","735328","0.54"
"5","2","2","2","Nothing","3","735328","1.49"
"1","1","2","0","Nothing","0","735328","0.32"
"5","1","2","3","Nothing","5","735328","0.62"
"6","1","2","7","Nothing","7","735328","1.39"
"3","1","2","0","Nothing","0","735328","4.99"
"3","1","2","2","Nothing","4","735328","6.82"
"4","2","3","4","Nothing","5","735328","0.99"
"4","1","2","0","Nothing","0","735328","3.49"
"3","1","7","0","Nothing","0","732194","0.00"
"2","1","2","0","Rare","0","729451","11.99"
"1","1","2","1","Uncommon","1","729451","0.62"
"3","1","3","0","Uncommon","0","729451","0.42"
"5","1","22","4","Uncommon","4","729451","0.28"
"1","1","2","0","Common","0","729451","1.71"
"4","1","1","2","Uncommon","2","729451","0.32"
"1","1","2","0","Common","0","729451","0.19"
"5","1","1","5","Uncommon","4","729451","0.44"
"1","1","1","0","Common","0","729451","0.11"
"5","1","1","4","Uncommon","4","729451","0.21"
"3","1","2","2","Common","3","729451","0.14"
"5","1","3","0","Uncommon","0","729451","0.20"
"3","1","3","0","Uncommon","0","729451","0.25"
"2","1","9","0","Common","0","729451","1.57"
"3","1","10","0","Uncommon","0","729451","0.25"
"2","1","3","1","Common","3","729451","0.36"
"4","1","7","0","Uncommon","0","729451","0.25"
"4","1","4","0","Rare","0","729451","2.42"
"1","1","7","0","Common","0","729451","0.17"
"1","1","15","0","Rare","0","729451","3.09"
"4","1","2","3","Uncommon","3","729451","0.49"
"3","1","1","0","Uncommon","0","729451","1.39"
"1","1","18","0","Common","0","729451","0.17"
"5","1","1","*","Rare","3","729451","0.76"
"2","1","1","1","Common","1","729451","0.13"
"3","1","2","0","Uncommon","0","729451","0.82"
"3","1","1","2","Common","2","729451","0.19"
"8","1","4","11","Rare","11","729451","2.06"
"5","1","2","1","Rare","1","729451","0.79"
"6","1","2","6","Common","4","729451","0.19"
"3","1","4","0","Common","0","729451","0.17"
"2","1","2","0","Common","0","729451","0.17"
"2","1","1","1","Common","3","729451","0.13"
"3","1","1","2","Common","2","729451","0.17"
"3","1","1","1","Uncommon","1","729451","0.39"
"5","1","2","2","Rare","3","729451","7.30"
"2","1","2","2","Common","1","729451","0.16"
"2","1","6","0","Common","0","729451","0.66"
"6","1","5","0","Rare","0","729451","1.97"
"3","1","1","2","Common","2","729451","0.17"
"4","1","3","3","Common","3","729451","0.17"
"7","1","1","0","Rare","0","729451","0.62"
"1","1","2","0","Uncommon","0","729451","0.00"
"4","1","2","2","Common","2","729451","0.17"
"3","1","6","0","Rare","0","729451","0.99"
"2","1","2","0","Common","0","729451","0.49"
"2","1","12","1","Common","1","729451","0.00"
"2","1","3","0","Uncommon","0","729451","0.89"
"4","1","3","3","Uncommon","3","729451","0.25"
"5","1","2","4","Uncommon","4","729451","0.22"
"4","1","1","4","Common","3","729451","0.24"
"2","1","4","1","Common","1","729451","0.19"
"8","1","2","7","Rare","6","729451","4.66"
"3","1","1","1","Uncommon","2","729451","0.20"
"4","1","6","4","Uncommon","3","729451","0.22"
"1","1","2","0","Uncommon","0","729451","0.27"
"5","1","3","0","Uncommon","0","729451","0.24"
"3","1","4","0","Common","0","729451","0.22"
"4","1","2","1","Rare","1","729451","29.99"
"2","1","2","0","Uncommon","0","729451","0.22"
"5","1","2","3","Uncommon","3","729451","1.99"
"2","1","1","2","Common","2","729451","1.32"
"4","1","2","4","Rare","3","729451","1.45"
"2","1","3","0","Common","0","729451","0.17"
"3","1","7","2","Common","2","729451","0.19"
"3","1","19","0","Common","0","729451","0.19"
"1","1","2","1","Common","1","729451","0.20"
"4","1","3","0","Uncommon","0","729451","0.23"
"3","1","8","0","Common","0","729451","0.19"
"6","1","2","0","Uncommon","0","729451","0.22"
"1","1","1","0","Uncommon","0","729451","0.31"
"2","1","6","0","Common","0","729451","0.16"
"2","1","1","1","Common","1","729451","0.18"
"2","1","10","0","Common","0","729451","0.13"
"7","1","7","5","Rare","5","729451","4.95"
"3","1","7","1","Uncommon","1","729451","1.42"
"6","1","1","0","Uncommon","0","729451","0.24"
"4","1","3","2","Uncommon","3","729451","0.38"
"2","1","2","2","Common","1","729451","0.25"
"4","1","3","0","Common","0","729451","0.19"
"2","1","1","1","Common","2","729451","0.17"
"4","1","1","3","Common","3","729451","0.19"
"1","1","10","0","Uncommon","0","729451","0.32"
"2","1","3","*","Common","1","729451","1.50"
"2","1","1","1","Common","1","729451","0.19"
"6","1","1","4","Rare","4","729451","1.90"
"4","1","10","0","Rare","0","729451","1.00"
"4","1","1","3","Rare","3","729451","0.00"
"3","1","1","2","Rare","2","729451","0.82"
"3","1","1","2","Rare","2","729451","2.83"
"1","1","17","0","Rare","0","729451","0.85"
"3","1","1","0","Uncommon","0","729451","3.01"
"2","1","2","2","Common","1","729451","0.18"
"3","1","4","0","Uncommon","0","729451","0.25"
"3","1","3","4","Uncommon","3","729451","4.49"
"2","1","4","0","Common","0","729451","0.19"
"6","1","2","3","Rare","5","729451","3.24"
"5","1","8","3","Uncommon","3","729451","0.33"
"6","1","2","*","Rare","4","729451","4.29"
"4","1","2","2","Common","2","729451","0.13"
"1","1","2","0","Uncommon","0","729451","0.99"
"2","1","1","2","Common","2","729451","0.27"
"2","1","7","2","Common","1","729451","0.16"
"4","1","1","3","Common","3","729451","0.17"
"5","1","3","2","Rare","4","729451","0.79"
"3","1","3","3","Common","2","729451","0.19"
"4","1","1","3","Common","2","729451","0.13"
"4","1","6","0","Common","0","729451","0.51"
"3","1","11","0","Uncommon","0","729451","0.22"
"4","1","2","*","Rare","4","729451","0.00"
"5","1","2","3","Uncommon","2","729451","0.00"
"4","1","4","0","Common","0","729451","0.13"
"3","1","2","0","Rare","0","729451","0.89"
"5","1","1","4","Common","2","729451","0.16"
"2","1","2","0","Uncommon","0","729451","0.25"
"2","1","7","0","Common","0","729451","0.42"
"4","1","2","3","Common","3","729451","0.34"
"5","1","1","4","Common","5","729451","0.17"
"1","1","1","0","Common","0","729451","0.19"
"3","1","4","0","Rare","0","729451","0.82"
"3","1","6","2","Uncommon","2","729451","0.25"
"1","1","4","1","Common","2","729451","0.16"
"5","1","2","0","Rare","0","729451","62.47"
"5","1","1","3","Uncommon","2","729451","0.27"
"1","1","15","1","Common","1","729451","0.27"
"1","1","5","0","Common","0","729451","5.99"
"6","1","3","0","Rare","0","729451","3.00"
"8","1","2","6","Rare","6","729451","11.99"
"3","1","8","0","Common","0","729451","0.16"
"1","1","2","1","Common","2","729451","0.17"
"2","1","5","0","Common","4","729451","0.18"
"1","1","1","0","Uncommon","0","729451","0.00"
"1","1","4","1","Common","1","729451","0.16"
"2","1","5","2","Common","2","729451","0.16"
"7","1","3","5","Rare","5","729451","0.72"
"4","1","1","1","Rare","1","729451","1.89"
"3","1","2","3","Uncommon","2","729451","1.99"
"3","1","1","3","Common","3","729451","0.18"
"4","1","2","2","Uncommon","2","729451","0.28"
"6","1","2","0","Rare","0","729451","0.00"
"5","1","7","0","Common","0","729451","0.16"
"1","1","3","1","Common","1","729451","0.21"
"3","1","1","2","Common","1","729451","0.18"
"5","1","16","0","Common","0","729451","0.17"
"3","1","4","1","Rare","1","729451","7.67"
"1","1","1","1","Uncommon","1","729451","1.74"
"4","1","18","0","Rare","0","729451","13.01"
"3","1","5","4","Rare","4","729451","1.67"
"3","1","23","0","Common","0","729451","0.49"
"4","0","4","2","Common","2","731397","0.27"
"2","0","3","1","Uncommon","1","731397","0.36"
"7","1","2","0","Rare","0","731397","18.97"
"2","1","3","1","Common","1","731397","0.21"
"1","1","1","0","Common","0","731397","0.19"
"0","0","4","0","Uncommon","0","731397","0.22"
"3","1","1","0","Rare","0","731397","1.99"
"2","0","1","1","Common","2","731397","0.17"
"7","1","3","8","Rare","8","731397","0.32"
"3","0","9","1","Uncommon","3","731397","0.23"
"4","0","1","3","Common","1","731397","0.20"
"4","1","1","3","Rare","2","731397","0.84"
"1","1","1","0","Common","0","731397","0.18"
"3","0","1","0","Uncommon","0","731397","0.20"
"2","0","1","0","Common","0","731397","0.18"
"5","1","1","4","Common","4","731397","0.19"
"4","1","3","0","Rare","0","731397","0.70"
"0","1","2","0","Common","0","731397","0.98"
"6","1","2","3","Common","2","731397","0.18"
"1","0","1","0","Rare","0","731397","0.37"
"2","2","1","0","Uncommon","0","731397","2.84"
"3","1","2","1","Common","3","731397","0.19"
"3","1","1","0","Uncommon","0","731397","0.20"
"8","1","4","6","Rare","6","731397","1.31"
"3","1","1","0","Common","0","731397","0.19"
"0","0","1","0","Common","0","731397","1.28"
"5","1","1","2","Rare","2","731397","0.35"
"2","1","1","1","Uncommon","1","731397","0.22"
"2","2","1","0","Uncommon","0","731397","1.72"
"4","0","1","0","Rare","0","731397","2.97"
"4","0","1","0","Rare","0","731397","0.35"
"4","1","1","2","Common","3","731397","0.17"
"3","1","1","1","Uncommon","2","731397","0.23"
"6","1","1","3","Uncommon","3","731397","0.21"
"2","1","3","1","Common","1","731397","0.19"
"3","1","1","2","Common","2","731397","0.19"
"5","0","3","0","Rare","0","731397","10.99"
"5","1","2","3","Common","3","731397","0.18"
"0","0","1","0","Uncommon","0","731397","0.23"
"3","1","2","0","Uncommon","0","731397","0.28"
"2","1","8","0","Common","0","731397","0.43"
"3","1","1","0","Uncommon","0","731397","0.21"
"0","0","11","0","Uncommon","2","731397","0.40"
"2","2","1","0","Uncommon","0","731397","0.25"
"1","0","2","0","Common","4","731397","0.24"
"1","0","2","0","Common","0","731397","0.18"
"3","1","1","2","Common","1","731397","0.19"
"5","1","1","3","Common","3","731397","0.17"
"1","0","1","0","Uncommon","0","731397","0.18"
"2","1","3","0","Uncommon","0","731397","1.45"
"4","1","1","2","Rare","2","731397","0.32"
"8","1","2","6","Rare","6","731397","0.32"
"3","1","1","1","Common","2","731397","0.19"
"2","1","1","4","Rare","4","731397","0.32"
"3","0","3","0","Uncommon","0","731397","0.20"
"2","1","3","1","Common","3","731397","0.19"
"1","1","1","0","Common","0","731397","0.16"
"2","1","1","1","Uncommon","1","731397","0.22"
"2","0","1","0","Common","0","731397","0.22"
"5","0","1","10","Rare","10","731397","0.88"
"5","0","1","0","Rare","0","731397","1.92"
"4","0","1","2","Uncommon","2","731397","0.20"
"1","0","2","0","Common","0","731397","0.84"
"2","1","4","1","Uncommon","1","731397","0.22"
"3","1","1","0","Common","0","731397","0.19"
"4","0","1","2","Uncommon","2","731397","0.20"
"3","0","1","0","Rare","0","731397","0.50"
"1","1","1","0","Common","0","731397","0.19"
"3","1","5","0","Uncommon","0","731397","2.01"
"2","1","1","0","Common","0","731397","1.57"
"2","1","1","1","Common","1","731397","0.19"
"7","1","1","0","Rare","0","731397","0.35"
"3","1","1","1","Common","2","731397","0.19"
"3","0","2","0","Uncommon","0","731397","0.37"
"1","0","1","0","Common","0","731397","0.17"
"2","0","1","0","Uncommon","0","731397","0.39"
"5","1","1","2","Uncommon","3","731397","0.25"
"3","1","1","0","Uncommon","0","731397","0.20"
"5","1","1","3","Rare","4","731397","0.26"
"3","1","5","3","Rare","2","731397","0.78"
"3","0","3","0","Uncommon","0","731397","0.24"
"1","1","1","0","Rare","0","731397","2.38"
"4","1","1","2","Uncommon","1","731397","0.20"
"7","1","1","0","Uncommon","0","731397","0.21"
"3","1","1","2","Common","2","731397","0.17"
"3","1","6","0","Common","0","731397","0.18"
"1","1","3","0","Common","0","731397","0.21"
"2","1","3","1","Common","1","731397","0.16"
"5","0","1","0","Uncommon","0","731397","0.23"
"3","1","1","1","Common","1","731397","0.17"
"2","1","21","0","Common","0","731397","0.16"
"2","1","1","1","Common","3","731397","0.17"
"2","0","1","0","Common","0","731397","0.19"
"5","1","1","2","Common","4","731397","0.17"
"4","0","3","2","Rare","2","731397","0.36"
"4","1","1","1","Common","4","731397","0.18"
"4","0","1","4","Uncommon","4","731397","0.23"
"7","0","6","4","Rare","4","731397","4.85"
"5","1","1","0","Uncommon","0","731397","0.22"
"3","1","1","2","Common","2","731397","0.19"
"3","0","1","0","Rare","0","731397","0.57"
"3","1","1","0","Uncommon","3","731397","0.23"
"1","1","1","0","Common","0","731397","0.17"
"3","1","1","4","Rare","4","731397","0.29"
"5","1","1","0","Rare","0","731397","1.25"
"4","0","2","0","Common","0","731397","0.17"
"3","0","1","1","Common","1","731397","0.17"
"5","1","1","4","Common","2","731397","0.17"
"0","0","2","0","Rare","0","731397","67.64"
"6","1","1","3","Common","3","731397","0.18"
"5","1","1","0","Rare","0","731397","0.41"
"8","1","3","6","Rare","7","731397","0.42"
"1","1","1","0","Rare","0","731397","4.14"
"2","0","3","0","Uncommon","0","731397","0.29"
"6","0","1","3","Uncommon","4","731397","0.20"
"2","0","1","0","Rare","0","731397","0.77"
"5","1","4","0","Rare","0","731397","0.49"
"3","1","2","1","Uncommon","1","731397","0.22"
"5","1","1","4","Rare","6","731397","0.26"
"5","0","3","0","Rare","0","731397","13.49"
"7","0","1","0","Rare","0","731397","0.46"
"0","1","2","0","Common","0","731397","1.06"
"3","0","4","1","Common","4","731397","0.19"
"5","1","3","0","Common","0","731397","0.54"
"2","1","1","0","Uncommon","0","731397","0.23"
"4","1","1","0","Common","0","731397","0.18"
"1","1","2","1","Uncommon","1","731397","0.21"
"3","0","2","0","Uncommon","0","731397","0.22"
"3","1","1","0","Uncommon","0","731397","1.06"
"3","0","1","0","Rare","0","731397","0.34"
"2","2","1","0","Uncommon","0","731397","0.39"
"3","1","1","0","Rare","0","731397","3.49"
"1","1","1","1","Common","1","731397","0.27"
"6","1","1","5","Uncommon","4","731397","0.20"
"3","0","1","0","Rare","0","731397","1.34"
"1","0","1","0","Common","0","731397","0.49"
"7","1","1","2","Common","2","731397","0.19"
"1","0","1","0","Common","0","731397","0.26"
"2","0","5","0","Uncommon","0","731397","3.22"
"4","1","1","0","Uncommon","0","731397","0.21"
"4","1","1","2","Common","3","731397","0.17"
"5","0","2","0","Rare","0","731397","0.00"
"2","1","1","0","Rare","0","731397","0.32"
"1","1","1","0","Common","0","731397","0.18"
"4","0","1","0","Rare","0","731397","0.35"
"3","1","1","1","Rare","2","731397","4.23"
"6","1","1","5","Common","3","731397","0.17"
"0","1","3","0","Common","0","731397","1.72"
"7","1","1","0","Rare","0","731397","0.35"
"3","1","4","0","Uncommon","0","731397","0.23"
"1","1","1","0","Common","0","731397","0.18"
"7","0","5","0","Rare","0","731397","0.30"
"4","0","1","4","Rare","6","731397","0.38"
"5","1","1","3","Common","3","731397","0.18"
"4","0","1","1","Uncommon","3","731397","0.20"
"6","0","2","0","Rare","0","731397","4.29"
"4","1","1","0","Uncommon","0","731397","0.23"
"6","1","1","0","Rare","0","731397","0.42"
"2","0","1","0","Rare","0","731397","0.34"
"3","1","1","0","Rare","0","731397","2.99"
"2","1","20","0","Common","0","731397","0.19"
"6","1","1","0","Uncommon","0","731397","0.20"
"3","1","3","0","Common","0","731397","0.16"
"1","1","1","1","Common","1","731397","0.18"
"4","1","1","2","Uncommon","2","731397","0.20"
"7","1","1","5","Uncommon","6","731397","0.20"
"1","0","1","0","Uncommon","0","731397","0.25"
"3","0","1","0","Rare","0","731397","16.90"
"6","0","1","4","Uncommon","4","731397","0.20"
"4","1","1","0","Common","1","731397","0.17"
"5","1","1","1","Common","2","731397","0.17"
"2","0","1","2","Common","1","731397","0.18"
"3","1","3","0","Uncommon","0","731397","3.30"
"2","1","2","0","Common","0","731397","0.19"
"4","1","2","2","Uncommon","3","731397","0.23"
"3","1","1","0","Common","0","731397","0.19"
"4","1","1","2","Common","3","731397","0.17"
"1","1","7","0","Uncommon","0","731397","0.20"
"3","0","2","0","Rare","0","731397","21.99"
"2","1","1","0","Uncommon","0","731397","0.22"
"2","0","1","0","Uncommon","0","731397","0.20"
"4","0","1","0","Rare","0","731397","0.93"
"3","0","1","0","Common","0","731397","0.20"
"4","0","2","0","Rare","0","731397","2.90"
"4","0","2","0","Rare","0","731397","0.36"
"2","1","1","0","Common","0","731397","0.50"
"1","0","1","0","Uncommon","0","731397","0.23"
"3","1","1","1","Rare","1","731397","0.89"
"3","1","4","2","Uncommon","2","731397","0.22"
"4","1","3","3","Common","2","731397","0.18"
"5","1","1","0","Uncommon","0","731397","0.20"
